Sales Channel,OrderDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
Distributor,2019-01-28,2019-02-06,2019-02-13,24,8,106,29,3,0.08,3879.30,2056.03
Online,2019-01-28,2019-02-22,2019-03-04,15,18,32,20,8,0.08,3819.00,2405.97
In-Store,2019-01-28,2019-02-20,2019-02-28,8,49,261,36,7,0.08,207.70,141.24
In-Store,2019-01-28,2019-02-20,2019-02-23,1,33,175,18,4,0.08,1105.50,884.40
In-Store,2019-01-28,2019-02-01,2019-02-10,12,25,73,41,3,0.10,174.20,109.75
In-Store,2019-01-28,2019-02-24,2019-02-26,6,5,65,44,1,0.08,1018.40,773.98
In-Store,2019-01-29,2019-02-22,2019-02-28,11,43,86,38,8,0.08,2525.90,1161.91
Online,2019-01-29,2019-02-03,2019-02-12,20,3,287,40,7,0.30,3859.20,2354.11
Distributor,2019-01-29,2019-02-11,2019-02-14,22,20,341,38,1,0.08,2378.50,1522.24
In-Store,2019-01-29,2019-02-07,2019-02-17,10,11,107,7,3,0.20,2010.00,1386.90
In-Store,2019-01-29,2019-02-13,2019-02-17,12,6,80,6,2,0.05,3865.90,1585.02
Online,2019-01-29,2019-02-03,2019-02-08,13,30,31,9,3,0.05,1701.80,1242.31
In-Store,2019-01-29,2019-02-20,2019-02-26,2,49,178,16,1,0.10,1889.40,944.70
Wholesale,2019-01-29,2019-02-18,2019-02-19,27,3,178,16,6,0.10,221.10,114.97
Online,2019-01-29,2019-02-09,2019-02-12,13,4,115,27,3,0.10,984.90,492.45
Wholesale,2019-01-29,2019-02-14,2019-02-23,26,21,7,1,1,0.08,1098.80,483.47
In-Store,2019-01-30,2019-02-18,2019-02-28,5,34,101,24,7,0.10,931.30,577.41
Online,2019-01-30,2019-02-24,2019-03-01,18,41,214,3,1,0.08,5641.40,4456.71
Distributor,2019-01-30,2019-02-22,2019-02-27,21,28,316,2,1,0.15,1065.30,788.32
In-Store,2019-01-30,2019-02-08,2019-02-14,8,7,42,4,5,0.10,1058.60,857.47
Wholesale,2019-01-30,2019-02-19,2019-02-28,27,19,7,9,6,0.10,1842.50,902.83
In-Store,2019-01-31,2019-02-19,2019-02-21,2,21,183,22,7,0.08,2840.80,1619.26
In-Store,2019-01-31,2019-02-25,2019-03-07,10,48,338,25,4,0.08,3886.00,2020.72
Wholesale,2019-01-31,2019-02-13,2019-02-14,26,26,279,28,6,0.08,1869.30,1084.19
Distributor,2019-01-31,2019-02-21,2019-03-03,21,30,320,44,7,0.08,1072.00,825.44
Online,2019-01-31,2019-02-24,2019-02-28,16,41,304,42,4,0.15,1319.90,857.94
Online,2019-01-31,2019-02-22,2019-03-02,13,39,195,36,5,0.15,3832.40,1762.90
In-Store,2019-01-31,2019-02-24,2019-02-25,7,14,145,37,5,0.30,2653.20,2069.50
In-Store,2019-02-01,2019-03-01,2019-03-10,2,4,302,42,1,0.40,1715.20,1149.18
Wholesale,2019-02-01,2019-02-10,2019-02-14,26,22,242,22,6,0.10,3437.10,1615.44
Online,2019-02-01,2019-02-10,2019-02-11,16,4,84,35,1,0.30,3852.50,2581.18
Online,2019-02-01,2019-02-21,2019-02-23,16,6,355,46,5,0.05,1989.90,1552.12
Online,2019-02-01,2019-02-28,2019-03-04,14,23,124,17,3,0.05,1118.90,827.99
Distributor,2019-02-02,2019-02-07,2019-02-12,21,40,243,15,2,0.08,1092.10,709.87
In-Store,2019-02-02,2019-02-12,2019-02-15,2,29,301,35,7,0.05,2405.30,1154.54
Online,2019-02-02,2019-02-11,2019-02-21,12,4,235,25,2,0.40,1038.50,446.56
Wholesale,2019-02-02,2019-02-10,2019-02-11,26,21,90,8,6,0.10,1031.80,546.85
Online,2019-02-02,2019-02-18,2019-02-24,18,29,154,32,5,0.05,2532.60,1443.58
In-Store,2019-02-03,2019-02-26,2019-03-08,5,31,139,27,2,0.10,2552.70,1557.15
In-Store,2019-02-03,2019-02-05,2019-02-12,4,9,272,19,3,0.05,1802.30,829.06
In-Store,2019-02-03,2019-02-19,2019-03-01,1,40,321,28,7,0.10,1085.40,694.66
Wholesale,2019-02-03,2019-02-26,2019-03-01,26,35,363,24,4,0.15,3363.40,2354.38
Distributor,2019-02-03,2019-02-23,2019-02-24,24,32,193,47,5,0.05,5701.70,2280.68
Online,2019-02-03,2019-02-24,2019-03-02,15,6,353,32,4,0.20,174.20,125.42
Distributor,2019-02-03,2019-03-03,2019-03-09,24,11,168,21,2,0.10,1065.30,671.14
Online,2019-02-03,2019-02-15,2019-02-25,18,46,276,9,6,0.10,1105.50,928.62
In-Store,2019-02-03,2019-02-16,2019-02-24,7,40,348,19,5,0.15,167.50,108.88
Wholesale,2019-02-04,2019-02-16,2019-02-23,26,24,300,22,7,0.10,3752.00,3001.60
Wholesale,2019-02-04,2019-02-18,2019-02-21,28,41,279,19,6,0.08,703.50,576.87
Online,2019-02-04,2019-02-18,2019-02-26,13,19,174,27,4,0.05,1795.60,772.11
In-Store,2019-02-04,2019-02-13,2019-02-20,9,45,56,36,1,0.05,3899.40,2300.65
Online,2019-02-04,2019-03-04,2019-03-07,14,48,130,6,1,0.08,991.60,803.20
Online,2019-02-04,2019-02-23,2019-02-27,16,13,357,25,1,0.15,2539.30,1193.47
In-Store,2019-02-04,2019-02-21,2019-02-24,8,34,236,12,1,0.08,1051.90,704.77
In-Store,2019-02-05,2019-03-01,2019-03-05,12,24,178,41,3,0.20,911.20,501.16
Online,2019-02-05,2019-02-19,2019-02-28,18,2,30,25,3,0.08,3912.80,3325.88
Distributor,2019-02-05,2019-03-03,2019-03-06,23,48,312,7,5,0.08,998.30,708.79
Distributor,2019-02-05,2019-02-08,2019-02-14,21,2,17,3,6,0.05,1031.80,433.36
Distributor,2019-02-05,2019-02-19,2019-03-01,21,10,147,39,4,0.10,2753.70,1459.46
Wholesale,2019-02-05,2019-02-08,2019-02-12,26,36,76,41,7,0.40,234.50,143.05
Online,2019-02-05,2019-02-14,2019-02-24,20,35,42,42,2,0.05,1132.30,702.03
In-Store,2019-02-05,2019-02-27,2019-03-02,5,37,219,39,2,0.10,978.20,449.97
In-Store,2019-02-05,2019-02-08,2019-02-18,8,26,359,29,6,0.08,2619.70,1938.58
Wholesale,2019-02-05,2019-02-21,2019-03-02,26,33,21,16,7,0.15,1078.70,528.56
Wholesale,2019-02-05,2019-03-01,2019-03-03,28,16,29,5,2,0.05,1829.10,804.80
Distributor,2019-02-06,2019-03-05,2019-03-13,21,42,149,22,1,0.05,1038.50,508.87
Online,2019-02-06,2019-02-26,2019-03-08,19,31,249,9,5,0.05,3946.30,1894.22
Online,2019-02-06,2019-03-04,2019-03-13,18,24,295,23,1,0.05,5299.70,2596.85
In-Store,2019-02-06,2019-03-02,2019-03-05,8,37,202,15,6,0.15,2365.10,1442.71
Distributor,2019-02-06,2019-02-08,2019-02-16,23,6,47,5,3,0.15,268.00,120.60
Wholesale,2019-02-06,2019-02-09,2019-02-18,27,22,136,28,8,0.08,1139.00,785.91
Distributor,2019-02-06,2019-02-14,2019-02-15,25,19,148,21,6,0.05,1139.00,751.74
Online,2019-02-06,2019-02-20,2019-02-27,18,13,352,7,2,0.30,247.90,148.74
Online,2019-02-06,2019-02-28,2019-03-06,15,14,190,36,5,0.40,3926.20,1806.05
Online,2019-02-06,2019-02-25,2019-03-05,14,8,218,22,8,0.05,938.00,712.88
In-Store,2019-02-07,2019-02-24,2019-03-06,5,44,297,31,6,0.08,3718.50,2417.03
In-Store,2019-02-07,2019-02-22,2019-02-24,6,50,281,17,4,0.05,2472.30,1335.04
Wholesale,2019-02-07,2019-03-02,2019-03-05,26,21,100,45,5,0.05,5601.20,3080.66
Online,2019-02-07,2019-02-16,2019-02-20,16,39,24,33,3,0.30,3959.70,1861.06
Online,2019-02-07,2019-02-19,2019-02-20,18,1,155,34,5,0.15,1802.30,720.92
In-Store,2019-02-07,2019-02-27,2019-03-01,3,39,30,7,3,0.05,2418.70,1596.34
Distributor,2019-02-07,2019-02-10,2019-02-14,21,37,40,41,6,0.05,1299.80,1065.84
Distributor,2019-02-07,2019-02-18,2019-02-26,21,4,169,20,6,0.10,1118.90,682.53
In-Store,2019-02-07,2019-02-14,2019-02-19,8,29,290,27,6,0.10,3932.90,1573.16
Distributor,2019-02-07,2019-02-28,2019-03-01,21,2,212,38,1,0.08,221.10,95.07
In-Store,2019-02-07,2019-03-06,2019-03-10,4,24,30,22,2,0.10,187.60,93.80
Distributor,2019-02-08,2019-03-08,2019-03-18,23,34,152,8,7,0.05,2244.50,1324.26
Online,2019-02-08,2019-03-08,2019-03-10,18,35,206,41,7,0.30,2432.10,1799.75
In-Store,2019-02-08,2019-02-19,2019-02-25,7,7,225,22,5,0.05,6298.00,3337.94
In-Store,2019-02-08,2019-02-13,2019-02-21,3,3,63,6,8,0.05,2271.30,1476.35
Distributor,2019-02-08,2019-03-03,2019-03-12,23,25,292,20,8,0.05,3979.80,2785.86
In-Store,2019-02-08,2019-02-20,2019-02-23,11,36,255,27,4,0.40,241.20,166.43
In-Store,2019-02-08,2019-02-18,2019-02-19,3,44,231,11,1,0.20,1098.80,439.52
In-Store,2019-02-08,2019-02-19,2019-02-21,12,34,43,18,7,0.15,2331.60,1468.91
In-Store,2019-02-08,2019-02-16,2019-02-19,10,18,81,9,5,0.05,2934.60,2406.37
Online,2019-02-09,2019-03-09,2019-03-10,12,12,332,44,4,0.10,1788.90,1377.45
In-Store,2019-02-09,2019-02-12,2019-02-17,5,13,293,23,7,0.05,3075.30,2583.25
Distributor,2019-02-09,2019-02-12,2019-02-16,24,45,173,42,2,0.05,2257.90,1422.48
In-Store,2019-02-09,2019-02-24,2019-03-02,8,44,300,2,8,0.15,971.50,612.05
In-Store,2019-02-09,2019-03-02,2019-03-07,4,24,135,25,1,0.08,3705.10,2482.42
Distributor,2019-02-09,2019-03-08,2019-03-12,25,25,330,23,6,0.08,241.20,110.95
Online,2019-02-09,2019-02-21,2019-02-24,15,31,352,35,4,0.15,3953.00,2529.92
In-Store,2019-02-10,2019-03-03,2019-03-08,10,30,90,13,5,0.08,844.20,337.68
Wholesale,2019-02-10,2019-02-13,2019-02-14,26,39,248,36,3,0.08,2633.10,1737.85
Online,2019-02-10,2019-02-23,2019-02-25,17,15,171,7,1,0.05,1701.80,1412.49
Online,2019-02-10,2019-02-22,2019-03-04,12,17,12,44,4,0.08,167.50,78.73
Online,2019-02-10,2019-03-05,2019-03-13,15,23,349,20,4,0.15,2378.50,1236.82
Wholesale,2019-02-10,2019-02-19,2019-02-27,25,27,14,19,7,0.05,1078.70,733.52
Online,2019-02-10,2019-02-17,2019-02-21,14,17,67,9,1,0.05,2452.20,1888.19
Online,2019-02-10,2019-03-04,2019-03-14,15,25,259,9,5,0.08,1922.90,1519.09
In-Store,2019-02-10,2019-03-10,2019-03-15,2,15,255,42,1,0.40,6224.30,3859.07
Wholesale,2019-02-11,2019-02-25,2019-03-01,28,10,271,27,4,0.15,1876.00,994.28
In-Store,2019-02-11,2019-02-27,2019-03-04,10,4,190,17,5,0.05,6304.70,2774.07
Distributor,2019-02-11,2019-02-27,2019-03-03,21,17,236,45,4,0.10,964.80,569.23
In-Store,2019-02-11,2019-02-26,2019-03-01,7,43,116,43,2,0.15,3611.30,2780.70
In-Store,2019-02-11,2019-02-13,2019-02-19,5,31,306,36,3,0.08,1005.00,633.15
Distributor,2019-02-11,2019-03-02,2019-03-04,24,38,225,8,2,0.15,2793.90,1201.38
In-Store,2019-02-11,2019-03-01,2019-03-10,12,34,173,30,3,0.05,850.90,646.68
In-Store,2019-02-11,2019-03-07,2019-03-13,5,44,272,40,5,0.08,2278.00,1913.52
Wholesale,2019-02-11,2019-02-19,2019-02-28,28,33,38,17,7,0.15,1092.10,655.26
Wholesale,2019-02-11,2019-02-24,2019-03-06,27,33,159,26,4,0.05,6505.70,3578.14
Distributor,2019-02-12,2019-02-15,2019-02-16,24,13,134,7,5,0.05,1125.60,495.26
Distributor,2019-02-12,2019-03-09,2019-03-15,24,25,91,22,8,0.15,1165.80,559.58
In-Store,2019-02-12,2019-03-06,2019-03-07,7,47,97,9,5,0.05,978.20,674.96
Online,2019-02-12,2019-02-21,2019-02-28,19,31,54,4,8,0.08,3035.10,1578.25
In-Store,2019-02-12,2019-03-09,2019-03-10,11,7,322,31,4,0.08,214.40,167.23
Online,2019-02-12,2019-03-05,2019-03-12,12,44,365,40,3,0.08,1125.60,709.13
In-Store,2019-02-12,2019-02-24,2019-02-27,5,3,153,23,2,0.10,5567.70,3284.94
Wholesale,2019-02-12,2019-03-10,2019-03-15,28,40,284,10,7,0.08,167.50,70.35
In-Store,2019-02-12,2019-03-09,2019-03-14,10,18,6,30,1,0.20,1822.40,1111.66
Wholesale,2019-02-12,2019-03-11,2019-03-12,28,6,284,9,2,0.40,5983.10,2632.56
Online,2019-02-12,2019-03-06,2019-03-12,16,37,271,43,2,0.10,1802.30,1135.45
In-Store,2019-02-12,2019-03-06,2019-03-09,3,36,26,40,7,0.08,3939.60,2481.95
Online,2019-02-13,2019-02-19,2019-02-24,15,50,210,4,1,0.08,676.70,311.28
In-Store,2019-02-13,2019-02-18,2019-02-20,3,20,11,2,7,0.08,3457.20,1452.02
In-Store,2019-02-14,2019-03-06,2019-03-10,9,29,170,6,5,0.15,5681.60,4658.91
Distributor,2019-02-14,2019-03-03,2019-03-13,22,23,248,12,3,0.08,254.60,178.22
Wholesale,2019-02-14,2019-03-05,2019-03-13,25,14,253,2,6,0.05,3879.30,2831.89
In-Store,2019-02-14,2019-03-04,2019-03-06,3,16,47,37,1,0.05,3289.70,1776.44
In-Store,2019-02-14,2019-02-23,2019-02-25,7,38,19,10,7,0.05,227.80,104.79
In-Store,2019-02-14,2019-02-24,2019-02-28,5,13,182,5,3,0.08,3685.00,1731.95
In-Store,2019-02-14,2019-03-14,2019-03-15,9,3,260,19,6,0.05,3832.40,1724.58
In-Store,2019-02-14,2019-03-06,2019-03-10,12,31,319,18,3,0.10,221.10,181.30
In-Store,2019-02-14,2019-03-10,2019-03-18,3,9,247,37,8,0.05,1922.90,1172.97
Online,2019-02-14,2019-03-09,2019-03-18,20,13,129,34,1,0.05,984.90,453.05
Distributor,2019-02-15,2019-03-05,2019-03-08,22,27,87,41,3,0.05,1159.10,776.60
Wholesale,2019-02-15,2019-03-05,2019-03-12,27,1,93,9,3,0.20,261.30,143.72
Online,2019-02-15,2019-03-06,2019-03-16,20,38,326,44,8,0.10,1688.40,1181.88
In-Store,2019-02-15,2019-03-13,2019-03-22,9,23,318,37,6,0.10,884.40,486.42
Distributor,2019-02-16,2019-03-16,2019-03-17,25,11,172,14,6,0.20,797.30,621.89
In-Store,2019-02-16,2019-03-03,2019-03-09,5,17,181,13,1,0.15,1139.00,626.45
Online,2019-02-16,2019-03-05,2019-03-11,19,3,225,37,6,0.08,1822.40,1457.92
Distributor,2019-02-16,2019-03-01,2019-03-02,24,4,220,4,8,0.10,2278.00,1344.02
In-Store,2019-02-16,2019-02-24,2019-02-25,10,3,285,6,5,0.10,167.50,120.60
Wholesale,2019-02-16,2019-03-05,2019-03-11,28,47,105,41,6,0.15,683.40,512.55
Wholesale,2019-02-16,2019-03-01,2019-03-04,28,3,119,1,8,0.08,1011.70,748.66
Distributor,2019-02-16,2019-03-04,2019-03-09,23,49,165,29,1,0.08,2479.00,1512.19
Distributor,2019-02-16,2019-03-04,2019-03-14,25,1,196,9,4,0.30,2726.90,1881.56
In-Store,2019-02-17,2019-02-26,2019-02-27,6,17,120,1,2,0.05,1118.90,906.31
In-Store,2019-02-17,2019-02-27,2019-02-28,4,11,183,38,1,0.05,1279.70,1010.96
In-Store,2019-02-17,2019-03-08,2019-03-12,10,25,106,41,2,0.10,3919.50,3292.38
Online,2019-02-17,2019-03-12,2019-03-17,14,33,72,35,4,0.08,1855.90,835.16
Wholesale,2019-02-17,2019-03-10,2019-03-11,27,7,26,25,2,0.05,1849.20,1423.88
In-Store,2019-02-17,2019-02-22,2019-03-01,10,46,120,45,1,0.20,5272.90,2636.45
In-Store,2019-02-17,2019-02-21,2019-03-01,11,21,311,25,5,0.05,194.30,141.84
Online,2019-02-17,2019-02-27,2019-03-07,19,9,227,33,5,0.05,1038.50,643.87
Distributor,2019-02-17,2019-03-17,2019-03-27,22,5,278,12,2,0.05,5279.60,2375.82
In-Store,2019-02-17,2019-03-07,2019-03-13,2,45,247,15,8,0.20,3705.10,2111.91
In-Store,2019-02-17,2019-02-26,2019-02-28,3,13,318,6,5,0.15,194.30,101.04
In-Store,2019-02-17,2019-03-02,2019-03-11,6,27,237,7,1,0.05,1098.80,879.04
In-Store,2019-02-17,2019-03-10,2019-03-16,11,27,242,21,7,0.08,1762.10,1409.68
Distributor,2019-02-17,2019-03-16,2019-03-19,22,9,94,17,5,0.05,174.20,101.04
Online,2019-02-17,2019-02-27,2019-03-09,18,40,177,12,5,0.05,2525.90,1591.32
Wholesale,2019-02-18,2019-03-16,2019-03-20,28,50,344,6,3,0.05,1876.00,1256.92
In-Store,2019-02-18,2019-03-12,2019-03-22,7,3,227,26,5,0.15,897.80,718.24
Wholesale,2019-02-18,2019-02-27,2019-03-08,27,5,48,7,4,0.08,844.20,455.87
In-Store,2019-02-18,2019-03-12,2019-03-20,1,42,318,41,7,0.10,3932.90,2202.42
In-Store,2019-02-18,2019-02-27,2019-03-07,3,39,15,31,1,0.08,3999.90,2519.94
In-Store,2019-02-18,2019-03-05,2019-03-10,1,17,293,4,3,0.05,964.80,820.08
In-Store,2019-02-18,2019-03-03,2019-03-04,11,33,132,19,4,0.10,1976.50,1462.61
Online,2019-02-19,2019-03-02,2019-03-11,15,9,41,39,8,0.08,978.20,401.06
In-Store,2019-02-19,2019-03-05,2019-03-11,10,50,268,46,3,0.15,3778.80,3023.04
Online,2019-02-19,2019-03-16,2019-03-25,13,17,258,42,1,0.08,1165.80,967.61
Distributor,2019-02-19,2019-02-23,2019-03-01,21,4,367,44,8,0.10,1152.40,887.35
Distributor,2019-02-19,2019-03-05,2019-03-13,23,46,143,33,8,0.10,1045.20,522.60
Distributor,2019-02-19,2019-03-19,2019-03-20,23,44,208,5,3,0.15,6385.10,3767.21
Online,2019-02-19,2019-02-24,2019-02-28,12,31,162,25,1,0.08,2686.70,1423.95
In-Store,2019-02-20,2019-02-26,2019-02-27,4,35,102,14,5,0.05,6277.90,3201.73
Wholesale,2019-02-20,2019-03-04,2019-03-06,26,49,117,45,8,0.08,1159.10,857.73
Online,2019-02-20,2019-03-03,2019-03-07,19,12,274,24,8,0.15,1118.90,671.34
In-Store,2019-02-20,2019-03-10,2019-03-15,8,3,92,3,1,0.05,1340.00,844.20
In-Store,2019-02-20,2019-03-13,2019-03-17,11,46,21,31,7,0.05,2331.60,1841.96
In-Store,2019-02-20,2019-03-08,2019-03-16,4,43,228,8,4,0.05,2425.40,1406.73
Online,2019-02-20,2019-02-22,2019-03-02,16,10,61,11,8,0.08,1092.10,688.02
In-Store,2019-02-20,2019-03-15,2019-03-25,11,36,91,46,8,0.15,917.90,614.99
In-Store,2019-02-20,2019-03-12,2019-03-17,2,34,197,43,7,0.10,207.70,85.16
In-Store,2019-02-20,2019-03-20,2019-03-27,4,32,4,33,8,0.05,1996.60,1637.21
Online,2019-02-20,2019-03-13,2019-03-14,19,2,278,5,7,0.10,234.50,103.18
In-Store,2019-02-21,2019-02-24,2019-03-01,2,49,168,17,1,0.10,1005.00,693.45
In-Store,2019-02-21,2019-03-08,2019-03-17,6,46,77,6,6,0.08,5487.30,4060.60
Online,2019-02-21,2019-03-10,2019-03-16,13,12,119,19,6,0.05,5976.40,3585.84
Online,2019-02-21,2019-02-26,2019-03-05,19,25,21,12,8,0.20,884.40,619.08
Online,2019-02-21,2019-03-01,2019-03-11,15,44,27,16,7,0.15,6157.30,4802.69
Wholesale,2019-02-22,2019-03-14,2019-03-20,27,23,22,6,1,0.30,964.80,694.66
In-Store,2019-02-22,2019-03-16,2019-03-22,8,50,340,39,8,0.10,3892.70,1557.08
In-Store,2019-02-22,2019-03-19,2019-03-21,10,12,17,42,4,0.08,227.80,179.96
In-Store,2019-02-22,2019-03-17,2019-03-26,7,44,358,40,5,0.05,1340.00,991.60
Online,2019-02-22,2019-03-10,2019-03-19,17,6,6,21,4,0.08,1105.50,773.85
In-Store,2019-02-22,2019-02-26,2019-03-04,8,18,124,23,5,0.05,1058.60,624.57
Wholesale,2019-02-22,2019-03-11,2019-03-14,28,23,80,16,3,0.05,5695.00,2619.70
Online,2019-02-22,2019-03-18,2019-03-19,17,31,179,27,2,0.15,1058.60,719.85
Distributor,2019-02-22,2019-03-18,2019-03-26,22,47,242,20,6,0.08,1105.50,475.37
Distributor,2019-02-23,2019-03-13,2019-03-22,25,46,50,19,8,0.15,1045.20,553.96
Online,2019-02-23,2019-02-25,2019-03-02,17,45,334,11,3,0.08,1768.80,1061.28
Online,2019-02-23,2019-03-02,2019-03-06,19,8,148,4,7,0.05,804.00,393.96
In-Store,2019-02-23,2019-03-08,2019-03-12,7,44,62,28,6,0.05,241.20,101.30
Distributor,2019-02-23,2019-03-10,2019-03-14,22,35,31,2,2,0.08,3953.00,2292.74
Online,2019-02-23,2019-03-06,2019-03-13,16,5,326,5,6,0.05,6036.70,3078.72
In-Store,2019-02-23,2019-03-16,2019-03-17,8,16,91,16,1,0.15,6197.50,4338.25
In-Store,2019-02-23,2019-02-26,2019-02-28,8,27,195,17,3,0.10,6472.20,3818.60
Online,2019-02-23,2019-03-01,2019-03-06,13,32,195,13,5,0.30,2814.00,1463.28
Online,2019-02-23,2019-03-10,2019-03-14,17,36,61,6,1,0.08,221.10,168.04
In-Store,2019-02-23,2019-03-23,2019-03-28,10,15,292,21,3,0.08,2257.90,1670.85
Wholesale,2019-02-24,2019-02-28,2019-03-10,26,15,366,40,6,0.05,3946.30,1973.15
In-Store,2019-02-24,2019-03-05,2019-03-06,8,21,20,35,6,0.30,268.00,227.80
Distributor,2019-02-24,2019-03-13,2019-03-16,24,18,31,5,2,0.05,6499.00,4549.30
Online,2019-02-24,2019-03-20,2019-03-27,12,32,305,21,5,0.30,938.00,515.90
In-Store,2019-02-24,2019-03-07,2019-03-17,8,33,284,3,3,0.15,938.00,450.24
Distributor,2019-02-25,2019-03-05,2019-03-14,21,20,125,24,5,0.15,1145.70,595.76
In-Store,2019-02-25,2019-03-22,2019-03-28,10,24,237,38,2,0.05,1065.30,671.14
Online,2019-02-25,2019-03-05,2019-03-09,18,16,60,35,1,0.10,3906.10,1562.44
Distributor,2019-02-25,2019-03-18,2019-03-19,23,38,361,15,4,0.05,3845.80,2922.81
Distributor,2019-02-25,2019-03-10,2019-03-15,21,47,120,35,4,0.10,3845.80,2922.81
Online,2019-02-25,2019-03-12,2019-03-22,15,29,30,19,3,0.10,1031.80,443.67
Online,2019-02-25,2019-02-28,2019-03-08,19,7,332,15,1,0.15,3859.20,1736.64
In-Store,2019-02-25,2019-03-05,2019-03-07,11,13,319,37,1,0.05,1092.10,589.73
Online,2019-02-25,2019-03-06,2019-03-12,14,44,223,45,8,0.05,877.70,684.61
In-Store,2019-02-26,2019-03-06,2019-03-10,6,33,254,12,3,0.20,1775.50,1047.55
In-Store,2019-02-26,2019-03-03,2019-03-04,1,18,356,31,5,0.05,3859.20,3241.73
In-Store,2019-02-26,2019-03-14,2019-03-19,1,20,88,22,2,0.15,2539.30,1295.04
In-Store,2019-02-26,2019-03-22,2019-03-28,8,18,20,9,7,0.20,2304.80,1936.03
Distributor,2019-02-26,2019-03-11,2019-03-20,21,48,337,44,6,0.08,254.60,168.04
Distributor,2019-02-27,2019-03-06,2019-03-10,25,32,311,24,7,0.05,917.90,440.59
In-Store,2019-02-27,2019-03-11,2019-03-21,12,15,68,13,5,0.08,1005.00,814.05
Distributor,2019-02-27,2019-03-03,2019-03-08,23,36,263,34,3,0.05,1715.20,891.90
In-Store,2019-02-27,2019-03-27,2019-04-06,11,43,245,26,1,0.08,241.20,106.13
Online,2019-02-27,2019-03-14,2019-03-22,15,5,229,12,8,0.15,3953.00,2569.45
In-Store,2019-02-27,2019-03-15,2019-03-24,6,30,8,25,5,0.08,1145.70,641.59
Online,2019-02-27,2019-03-12,2019-03-14,18,47,354,38,4,0.10,991.60,664.37
Distributor,2019-02-27,2019-03-14,2019-03-24,24,6,331,8,1,0.05,3946.30,2012.61
Distributor,2019-02-27,2019-03-10,2019-03-15,21,41,87,11,8,0.08,1132.30,871.87
Distributor,2019-02-27,2019-03-06,2019-03-14,25,11,181,21,2,0.15,1072.00,696.80
Distributor,2019-02-27,2019-03-17,2019-03-20,21,50,321,34,4,0.08,938.00,450.24
In-Store,2019-02-28,2019-03-09,2019-03-13,10,16,166,28,8,0.05,1058.60,529.30
In-Store,2019-02-28,2019-03-03,2019-03-07,2,17,366,25,3,0.08,5406.90,2216.83
Distributor,2019-02-28,2019-03-27,2019-04-03,23,26,84,6,1,0.15,5514.10,4025.29
Online,2019-02-28,2019-03-03,2019-03-10,19,36,320,12,4,0.40,2452.20,1422.28
Online,2019-02-28,2019-03-15,2019-03-16,18,28,39,21,8,0.05,3979.80,2706.26
In-Store,2019-02-28,2019-03-24,2019-03-27,6,34,129,40,8,0.30,6371.70,5288.51
Online,2019-02-28,2019-03-12,2019-03-19,13,27,163,34,4,0.10,3852.50,1541.00
Online,2019-03-01,2019-03-22,2019-03-24,17,38,227,5,4,0.15,2968.10,2433.84
Online,2019-03-01,2019-03-22,2019-03-31,13,21,344,18,6,0.10,6378.40,3252.98
In-Store,2019-03-01,2019-03-16,2019-03-20,4,21,333,38,7,0.10,1165.80,804.40
Distributor,2019-03-01,2019-03-28,2019-04-02,25,31,329,33,3,0.05,1085.40,586.12
Wholesale,2019-03-01,2019-03-19,2019-03-26,26,44,58,38,6,0.08,2485.70,994.28
In-Store,2019-03-01,2019-03-22,2019-04-01,2,9,320,30,5,0.05,2472.30,1161.98
Wholesale,2019-03-01,2019-03-15,2019-03-23,27,4,250,16,4,0.10,1983.20,1348.58
Online,2019-03-01,2019-03-10,2019-03-20,16,13,32,29,5,0.08,1031.80,660.35
Distributor,2019-03-01,2019-03-25,2019-04-04,20,24,113,37,6,0.15,1748.70,786.92
In-Store,2019-03-01,2019-03-24,2019-04-02,10,10,195,34,1,0.05,2680.00,2090.40
In-Store,2019-03-01,2019-03-17,2019-03-20,9,39,232,17,3,0.05,5179.10,4246.86
In-Store,2019-03-02,2019-03-16,2019-03-17,10,5,259,45,3,0.05,2398.60,1918.88
In-Store,2019-03-02,2019-03-21,2019-03-27,1,17,107,31,6,0.20,1762.10,1215.85
Online,2019-03-02,2019-03-15,2019-03-19,19,36,110,24,7,0.05,5628.00,4333.56
Wholesale,2019-03-03,2019-03-09,2019-03-16,27,8,152,39,3,0.10,5272.90,3480.11
Distributor,2019-03-03,2019-03-24,2019-03-27,22,18,129,13,2,0.10,3758.70,2367.98
Distributor,2019-03-03,2019-03-15,2019-03-17,21,32,234,43,1,0.05,1011.70,465.38
Online,2019-03-03,2019-03-28,2019-04-07,14,39,242,24,4,0.15,3155.70,1704.08
Online,2019-03-03,2019-03-28,2019-04-03,17,22,145,39,1,0.15,5922.80,3257.54
Online,2019-03-03,2019-03-07,2019-03-17,18,20,173,25,8,0.08,2646.50,1667.30
In-Store,2019-03-03,2019-03-28,2019-03-29,9,10,116,28,4,0.10,911.20,564.94
Wholesale,2019-03-03,2019-03-30,2019-04-03,28,19,279,15,4,0.08,837.50,502.50
Wholesale,2019-03-04,2019-03-31,2019-04-05,27,45,343,5,5,0.10,1340.00,924.60
Online,2019-03-04,2019-03-31,2019-04-02,14,21,209,40,7,0.15,2914.50,2389.89
